n_nodes,n_clusters,pure_nodes_number,eps,seed,method,matrix,error
1000,3,3,0.4,2,bootstrap_SPA,B,0.100269281594
1000,3,3,0.4,3,Geo_NMF,Theta,0.194829900851
1000,3,3,0.4,3,Geo_NMF,B,0.0401987852927
1000,3,3,0.4,3,basic_SPA,Theta,0.245980846904
1000,3,3,0.4,3,basic_SPA,B,0.182911038635
1000,3,3,0.4,3,bootstrap_SPA,Theta,0.230872174456
1000,3,3,0.4,3,bootstrap_SPA,B,0.111670755008
1000,3,3,0.4,4,Geo_NMF,Theta,0.259828897
1000,3,3,0.4,4,Geo_NMF,B,0.10192574973
1000,3,3,0.4,4,basic_SPA,Theta,0.445242303849
1000,3,3,0.4,4,basic_SPA,B,0.692616417525
1000,3,3,0.4,4,bootstrap_SPA,Theta,0.484063073787
1000,3,3,0.4,4,bootstrap_SPA,B,0.66305142036
1000,3,3,0.4,5,Geo_NMF,Theta,0.243667236482
1000,3,3,0.4,5,Geo_NMF,B,0.069288742359
1000,3,3,0.4,5,basic_SPA,Theta,0.436301921623
1000,3,3,0.4,5,basic_SPA,B,0.807624353918
1000,3,3,0.4,5,bootstrap_SPA,Theta,0.442266788977
1000,3,3,0.4,5,bootstrap_SPA,B,0.844796422543
1000,3,3,0.4,6,Geo_NMF,Theta,0.195869972641
1000,3,3,0.4,6,Geo_NMF,B,0.0823439917621
1000,3,3,0.4,6,basic_SPA,Theta,0.258334668962
1000,3,3,0.4,6,basic_SPA,B,0.167772991081
1000,3,3,0.4,6,bootstrap_SPA,Theta,0.204011913891
1000,3,3,0.4,6,bootstrap_SPA,B,0.174925057883
1000,3,3,0.4,7,Geo_NMF,Theta,0.228812740409
1000,3,3,0.4,7,Geo_NMF,B,0.137742007668
1000,3,3,0.4,7,basic_SPA,Theta,0.250830834947
1000,3,3,0.4,7,basic_SPA,B,0.286828140214
1000,3,3,0.4,7,bootstrap_SPA,Theta,0.179696085435
1000,3,3,0.4,7,bootstrap_SPA,B,0.12030602135
1000,3,3,0.4,8,Geo_NMF,Theta,0.313241566691
1000,3,3,0.4,8,Geo_NMF,B,0.0527472885902
1000,3,3,0.4,8,basic_SPA,Theta,0.372776114747
1000,3,3,0.4,8,basic_SPA,B,0.594805352566
1000,3,3,0.4,8,bootstrap_SPA,Theta,0.360048555153
1000,3,3,0.4,8,bootstrap_SPA,B,0.609216108586
1000,3,3,0.4,9,Geo_NMF,Theta,0.225059496999
1000,3,3,0.4,9,Geo_NMF,B,0.051164916815
1000,3,3,0.4,9,basic_SPA,Theta,0.344165654318
1000,3,3,0.4,9,basic_SPA,B,0.699388684166
1000,3,3,0.4,9,bootstrap_SPA,Theta,0.329627365627
1000,3,3,0.4,9,bootstrap_SPA,B,0.692183705321
1000,3,3,0.45,0,Geo_NMF,Theta,0.563101389349
1000,3,3,0.45,0,Geo_NMF,B,0.591927439062
1000,3,3,0.45,0,basic_SPA,Theta,0.55019149706
1000,3,3,0.45,0,basic_SPA,B,0.950955337454
1000,3,3,0.45,0,bootstrap_SPA,Theta,0.565612320142
1000,3,3,0.45,0,bootstrap_SPA,B,0.88015878896
1000,3,3,0.45,1,Geo_NMF,Theta,0.683513810082
1000,3,3,0.45,1,Geo_NMF,B,0.463266250182
1000,3,3,0.45,1,basic_SPA,Theta,0.571855697422
1000,3,3,0.45,1,basic_SPA,B,0.873245878879
1000,3,3,0.45,1,bootstrap_SPA,Theta,0.627922663336
1000,3,3,0.45,1,bootstrap_SPA,B,0.82374410406
1000,3,3,0.45,2,Geo_NMF,Theta,0.850410313522
1000,3,3,0.45,2,Geo_NMF,B,0.423704598908
1000,3,3,0.45,2,basic_SPA,Theta,0.557630807879
1000,3,3,0.45,2,basic_SPA,B,0.855897395895
1000,3,3,0.45,2,bootstrap_SPA,Theta,0.564081150814
1000,3,3,0.45,2,bootstrap_SPA,B,0.865448433804
1000,3,3,0.45,3,Geo_NMF,Theta,0.748902473678
1000,3,3,0.45,3,Geo_NMF,B,0.412110810956
1000,3,3,0.45,3,basic_SPA,Theta,0.520333412599
1000,3,3,0.45,3,basic_SPA,B,0.66861459916
1000,3,3,0.45,3,bootstrap_SPA,Theta,0.547917908738
1000,3,3,0.45,3,bootstrap_SPA,B,0.739494326398
1000,3,3,0.45,4,Geo_NMF,Theta,0.6676787816
1000,3,3,0.45,4,Geo_NMF,B,0.449139137702
1000,3,3,0.45,4,basic_SPA,Theta,0.554204432925
1000,3,3,0.45,4,basic_SPA,B,0.77270844324
1000,3,3,0.45,4,bootstrap_SPA,Theta,0.560376361497
1000,3,3,0.45,4,bootstrap_SPA,B,0.626753600581
1000,3,3,0.45,5,Geo_NMF,Theta,0.787633498874
1000,3,3,0.45,5,Geo_NMF,B,0.436577251385
1000,3,3,0.45,5,basic_SPA,Theta,0.558901331903
1000,3,3,0.45,5,basic_SPA,B,0.885830539827
1000,3,3,0.45,5,bootstrap_SPA,Theta,0.584071114823
1000,3,3,0.45,5,bootstrap_SPA,B,0.920846976389
1000,3,3,0.45,6,Geo_NMF,Theta,0.632172389715
1000,3,3,0.45,6,Geo_NMF,B,0.490214594025
1000,3,3,0.45,6,basic_SPA,Theta,0.550667600194
1000,3,3,0.45,6,basic_SPA,B,0.780439388694
1000,3,3,0.45,6,bootstrap_SPA,Theta,0.567195797367
1000,3,3,0.45,6,bootstrap_SPA,B,0.696832560409
1000,3,3,0.45,7,Geo_NMF,Theta,0.667912494386
1000,3,3,0.45,7,Geo_NMF,B,0.561010220805
1000,3,3,0.45,7,basic_SPA,Theta,0.568387767403
1000,3,3,0.45,7,basic_SPA,B,0.897958490678
1000,3,3,0.45,7,bootstrap_SPA,Theta,0.547322620149
1000,3,3,0.45,7,bootstrap_SPA,B,0.661466903404
1000,3,3,0.45,8,Geo_NMF,Theta,0.908322627968
1000,3,3,0.45,8,Geo_NMF,B,0.43154355572
1000,3,3,0.45,8,basic_SPA,Theta,0.542978278775
1000,3,3,0.45,8,basic_SPA,B,0.641743117656
1000,3,3,0.45,8,bootstrap_SPA,Theta,0.552691224695
1000,3,3,0.45,8,bootstrap_SPA,B,0.612034508251
1000,3,3,0.45,9,Geo_NMF,Theta,0.825944125425
1000,3,3,0.45,9,Geo_NMF,B,0.400240714444
1000,3,3,0.45,9,basic_SPA,Theta,0.538781761181
1000,3,3,0.45,9,basic_SPA,B,0.888412166625
1000,3,3,0.45,9,bootstrap_SPA,Theta,0.535164629826
1000,3,3,0.45,9,bootstrap_SPA,B,0.736773937255
