n_nodes,n_clusters,pure_nodes_number,eps,seed,method,matrix,error
1000,3,3,0.05,7,basic_SPA,Theta,0.0896246098998
1000,3,3,0.05,7,basic_SPA,B,0.182724577609
1000,3,3,0.05,7,bootstrap_SPA,Theta,0.0671001286277
1000,3,3,0.05,7,bootstrap_SPA,B,0.0934540959872
1000,3,3,0.05,8,Geo_NMF,Theta,0.0941964132797
1000,3,3,0.05,8,Geo_NMF,B,0.128191081749
1000,3,3,0.05,8,basic_SPA,Theta,0.107597751936
1000,3,3,0.05,8,basic_SPA,B,0.259855332269
1000,3,3,0.05,8,bootstrap_SPA,Theta,0.0762366861287
1000,3,3,0.05,8,bootstrap_SPA,B,0.0753297376785
1000,3,3,0.05,9,Geo_NMF,Theta,0.0775037504857
1000,3,3,0.05,9,Geo_NMF,B,0.153510082627
1000,3,3,0.05,9,basic_SPA,Theta,0.0917642784848
1000,3,3,0.05,9,basic_SPA,B,0.200950031917
1000,3,3,0.05,9,bootstrap_SPA,Theta,0.075233780214
1000,3,3,0.05,9,bootstrap_SPA,B,0.110725672334
1000,3,3,0.1,0,Geo_NMF,Theta,0.097921935106
1000,3,3,0.1,0,Geo_NMF,B,0.263451527993
1000,3,3,0.1,0,basic_SPA,Theta,0.0948607018794
1000,3,3,0.1,0,basic_SPA,B,0.16094029734
1000,3,3,0.1,0,bootstrap_SPA,Theta,0.0845709032582
1000,3,3,0.1,0,bootstrap_SPA,B,0.134789795979
1000,3,3,0.1,1,Geo_NMF,Theta,0.119446237625
1000,3,3,0.1,1,Geo_NMF,B,0.260243769365
1000,3,3,0.1,1,basic_SPA,Theta,0.134768704925
1000,3,3,0.1,1,basic_SPA,B,0.330904954473
1000,3,3,0.1,1,bootstrap_SPA,Theta,0.0930372037948
1000,3,3,0.1,1,bootstrap_SPA,B,0.104976222591
1000,3,3,0.1,2,Geo_NMF,Theta,0.100452926818
1000,3,3,0.1,2,Geo_NMF,B,0.264545751184
1000,3,3,0.1,2,basic_SPA,Theta,0.113840621448
1000,3,3,0.1,2,basic_SPA,B,0.256465030776
1000,3,3,0.1,2,bootstrap_SPA,Theta,0.0798509710525
1000,3,3,0.1,2,bootstrap_SPA,B,0.101998963664
1000,3,3,0.1,3,Geo_NMF,Theta,0.0936850229821
1000,3,3,0.1,3,Geo_NMF,B,0.253887055082
1000,3,3,0.1,3,basic_SPA,Theta,0.106524844405
1000,3,3,0.1,3,basic_SPA,B,0.225390439962
1000,3,3,0.1,3,bootstrap_SPA,Theta,0.0823112407625
1000,3,3,0.1,3,bootstrap_SPA,B,0.110579601488
1000,3,3,0.1,4,Geo_NMF,Theta,0.106366099089
1000,3,3,0.1,4,Geo_NMF,B,0.259984883966
1000,3,3,0.1,4,basic_SPA,Theta,0.111524567888
1000,3,3,0.1,4,basic_SPA,B,0.225932282441
1000,3,3,0.1,4,bootstrap_SPA,Theta,0.0842641996213
1000,3,3,0.1,4,bootstrap_SPA,B,0.111618993961
1000,3,3,0.1,5,Geo_NMF,Theta,0.0908816582002
1000,3,3,0.1,5,Geo_NMF,B,0.258986684098
1000,3,3,0.1,5,basic_SPA,Theta,0.104248554284
1000,3,3,0.1,5,basic_SPA,B,0.200044073307
1000,3,3,0.1,5,bootstrap_SPA,Theta,0.0815942790912
1000,3,3,0.1,5,bootstrap_SPA,B,0.101346076925
1000,3,3,0.1,6,Geo_NMF,Theta,0.110292923365
1000,3,3,0.1,6,Geo_NMF,B,0.266487537602
1000,3,3,0.1,6,basic_SPA,Theta,0.12148893936
1000,3,3,0.1,6,basic_SPA,B,0.224129834453
1000,3,3,0.1,6,bootstrap_SPA,Theta,0.0914315637341
1000,3,3,0.1,6,bootstrap_SPA,B,0.118482179365
1000,3,3,0.1,7,Geo_NMF,Theta,0.0855452411165
1000,3,3,0.1,7,Geo_NMF,B,0.265435188056
1000,3,3,0.1,7,basic_SPA,Theta,0.101526991553
1000,3,3,0.1,7,basic_SPA,B,0.196394559302
1000,3,3,0.1,7,bootstrap_SPA,Theta,0.073965240509
1000,3,3,0.1,7,bootstrap_SPA,B,0.0994455198807
1000,3,3,0.1,8,Geo_NMF,Theta,0.112167734209
1000,3,3,0.1,8,Geo_NMF,B,0.258319306235
1000,3,3,0.1,8,basic_SPA,Theta,0.121501889201
1000,3,3,0.1,8,basic_SPA,B,0.287305476343
1000,3,3,0.1,8,bootstrap_SPA,Theta,0.0913320678133
1000,3,3,0.1,8,bootstrap_SPA,B,0.0964004343013
1000,3,3,0.1,9,Geo_NMF,Theta,0.0973412049163
1000,3,3,0.1,9,Geo_NMF,B,0.263082727963
1000,3,3,0.1,9,basic_SPA,Theta,0.107865155023
1000,3,3,0.1,9,basic_SPA,B,0.232987501332
1000,3,3,0.1,9,bootstrap_SPA,Theta,0.0854824372466
1000,3,3,0.1,9,bootstrap_SPA,B,0.113615821855
1000,3,3,0.15,0,Geo_NMF,Theta,0.110057259025
1000,3,3,0.15,0,Geo_NMF,B,0.379388447618
1000,3,3,0.15,0,basic_SPA,Theta,0.112713339348
1000,3,3,0.15,0,basic_SPA,B,0.181009693885
1000,3,3,0.15,0,bootstrap_SPA,Theta,0.0874757317994
1000,3,3,0.15,0,bootstrap_SPA,B,0.102758486286
1000,3,3,0.15,1,Geo_NMF,Theta,0.153819522187
1000,3,3,0.15,1,Geo_NMF,B,0.390469927502
1000,3,3,0.15,1,basic_SPA,Theta,0.151365801299
1000,3,3,0.15,1,basic_SPA,B,0.331139170926
1000,3,3,0.15,1,bootstrap_SPA,Theta,0.10362724898
1000,3,3,0.15,1,bootstrap_SPA,B,0.108155540319
1000,3,3,0.15,2,Geo_NMF,Theta,0.114739361949
1000,3,3,0.15,2,Geo_NMF,B,0.379842541434
1000,3,3,0.15,2,basic_SPA,Theta,0.126141667907
1000,3,3,0.15,2,basic_SPA,B,0.233184691746
