n_nodes,n_clusters,pure_nodes_number,rho,seed,method,matrix,error
1000,3,3,0.8,4,SPOC,Theta,0.0834719948469
1000,3,3,0.8,4,SPOC,B,0.136128672734
1000,3,3,0.8,4,GeoNMF,Theta,0.0679257104767
1000,3,3,0.8,4,GeoNMF,B,0.435042324825
1000,3,3,0.8,5,SPOC_bootstrap,Theta,0.0671900478208
1000,3,3,0.8,5,SPOC_bootstrap,B,0.359988564227
1000,3,3,0.8,5,SPOC,Theta,0.0889437614098
1000,3,3,0.8,5,SPOC,B,0.117921983592
1000,3,3,0.8,5,GeoNMF,Theta,0.0629459045229
1000,3,3,0.8,5,GeoNMF,B,0.408913064703
1000,3,3,0.8,6,SPOC_bootstrap,Theta,0.0739932982167
1000,3,3,0.8,6,SPOC_bootstrap,B,0.44085618518
1000,3,3,0.8,6,SPOC,Theta,0.0857120338442
1000,3,3,0.8,6,SPOC,B,0.117547369845
1000,3,3,0.8,6,GeoNMF,Theta,0.0793054430151
1000,3,3,0.8,6,GeoNMF,B,0.403255841139
1000,3,3,0.8,7,SPOC_bootstrap,Theta,0.068181564129
1000,3,3,0.8,7,SPOC_bootstrap,B,0.402166790537
1000,3,3,0.8,7,SPOC,Theta,0.0844905806
1000,3,3,0.8,7,SPOC,B,0.138029564867
1000,3,3,0.8,7,GeoNMF,Theta,0.0655335564434
1000,3,3,0.8,7,GeoNMF,B,0.407908242695
1000,3,3,0.8,8,SPOC_bootstrap,Theta,0.0709554308867
1000,3,3,0.8,8,SPOC_bootstrap,B,0.344171164436
1000,3,3,0.8,8,SPOC,Theta,0.0915186066612
1000,3,3,0.8,8,SPOC,B,0.14782131984
1000,3,3,0.8,8,GeoNMF,Theta,0.0647445435046
1000,3,3,0.8,8,GeoNMF,B,0.398669920481
1000,3,3,0.8,9,SPOC_bootstrap,Theta,0.0683526549748
1000,3,3,0.8,9,SPOC_bootstrap,B,0.383541636407
1000,3,3,0.8,9,SPOC,Theta,0.0812661876598
1000,3,3,0.8,9,SPOC,B,0.157507312723
1000,3,3,0.8,9,GeoNMF,Theta,0.0724133905867
1000,3,3,0.8,9,GeoNMF,B,0.416239790889
1000,3,3,0.9,0,SPOC_bootstrap,Theta,0.0612122896372
1000,3,3,0.9,0,SPOC_bootstrap,B,0.254039604738
1000,3,3,0.9,0,SPOC,Theta,0.0727928752158
1000,3,3,0.9,0,SPOC,B,0.043791646342
1000,3,3,0.9,0,GeoNMF,Theta,0.056190588837
1000,3,3,0.9,0,GeoNMF,B,0.263193049967
1000,3,3,0.9,1,SPOC_bootstrap,Theta,0.0590276336036
1000,3,3,0.9,1,SPOC_bootstrap,B,0.208981169115
1000,3,3,0.9,1,SPOC,Theta,0.0671040632036
1000,3,3,0.9,1,SPOC,B,0.043928168803
1000,3,3,0.9,1,GeoNMF,Theta,0.0592542275685
1000,3,3,0.9,1,GeoNMF,B,0.246117873164
1000,3,3,0.9,2,SPOC_bootstrap,Theta,0.0623048523376
1000,3,3,0.9,2,SPOC_bootstrap,B,0.253118113224
1000,3,3,0.9,2,SPOC,Theta,0.0677183056993
1000,3,3,0.9,2,SPOC,B,0.0529562432813
1000,3,3,0.9,2,GeoNMF,Theta,0.0533837070162
1000,3,3,0.9,2,GeoNMF,B,0.271280181336
1000,3,3,0.9,3,SPOC_bootstrap,Theta,0.0591574830546
1000,3,3,0.9,3,SPOC_bootstrap,B,0.221251185437
1000,3,3,0.9,3,SPOC,Theta,0.068090514387
1000,3,3,0.9,3,SPOC,B,0.020472326381
1000,3,3,0.9,3,GeoNMF,Theta,0.0532421653694
1000,3,3,0.9,3,GeoNMF,B,0.285637439638
1000,3,3,0.9,4,SPOC_bootstrap,Theta,0.0653670645325
1000,3,3,0.9,4,SPOC_bootstrap,B,0.262192770355
1000,3,3,0.9,4,SPOC,Theta,0.0746977185819
1000,3,3,0.9,4,SPOC,B,0.0288127998854
1000,3,3,0.9,4,GeoNMF,Theta,0.0603385081047
1000,3,3,0.9,4,GeoNMF,B,0.267793020281
1000,3,3,0.9,5,SPOC_bootstrap,Theta,0.0644709747495
1000,3,3,0.9,5,SPOC_bootstrap,B,0.257337230635
1000,3,3,0.9,5,SPOC,Theta,0.0652932288951
1000,3,3,0.9,5,SPOC,B,0.0581224943056
1000,3,3,0.9,5,GeoNMF,Theta,0.0704605805814
1000,3,3,0.9,5,GeoNMF,B,0.283621550996
1000,3,3,0.9,6,SPOC_bootstrap,Theta,0.063427970877
1000,3,3,0.9,6,SPOC_bootstrap,B,0.235164897938
1000,3,3,0.9,6,SPOC,Theta,0.0693860979601
1000,3,3,0.9,6,SPOC,B,0.0213937575299
1000,3,3,0.9,6,GeoNMF,Theta,0.066116537249
1000,3,3,0.9,6,GeoNMF,B,0.259458674746
1000,3,3,0.9,7,SPOC_bootstrap,Theta,0.0615047527238
1000,3,3,0.9,7,SPOC_bootstrap,B,0.251889283431
1000,3,3,0.9,7,SPOC,Theta,0.0694651989413
1000,3,3,0.9,7,SPOC,B,0.0788874265011
1000,3,3,0.9,7,GeoNMF,Theta,0.0581923241164
1000,3,3,0.9,7,GeoNMF,B,0.277017354623
1000,3,3,0.9,8,SPOC_bootstrap,Theta,0.0646961651622
1000,3,3,0.9,8,SPOC_bootstrap,B,0.21772174894
1000,3,3,0.9,8,SPOC,Theta,0.0687890989545
1000,3,3,0.9,8,SPOC,B,0.0138747556225
1000,3,3,0.9,8,GeoNMF,Theta,0.0623208745873
1000,3,3,0.9,8,GeoNMF,B,0.251129119021
1000,3,3,0.9,9,SPOC_bootstrap,Theta,0.0643573469837
1000,3,3,0.9,9,SPOC_bootstrap,B,0.264971300811
1000,3,3,0.9,9,SPOC,Theta,0.0699725028564
1000,3,3,0.9,9,SPOC,B,0.0471059032537
1000,3,3,0.9,9,GeoNMF,Theta,0.0571055189028
1000,3,3,0.9,9,GeoNMF,B,0.288588289888
1000,3,3,1.0,0,SPOC_bootstrap,Theta,0.0544852870824
1000,3,3,1.0,0,SPOC_bootstrap,B,0.0755610063281
1000,3,3,1.0,0,SPOC,Theta,0.0619532288182
1000,3,3,1.0,0,SPOC,B,0.0473363392557
1000,3,3,1.0,0,GeoNMF,Theta,0.0541826603834
1000,3,3,1.0,0,GeoNMF,B,0.115627920963
1000,3,3,1.0,1,SPOC_bootstrap,Theta,0.0569692759538
1000,3,3,1.0,1,SPOC_bootstrap,B,0.115383007598
1000,3,3,1.0,1,SPOC,Theta,0.0607744429964
1000,3,3,1.0,1,SPOC,B,0.0169934187046
1000,3,3,1.0,1,GeoNMF,Theta,0.0576832803512
1000,3,3,1.0,1,GeoNMF,B,0.108908310337
1000,3,3,1.0,2,SPOC_bootstrap,Theta,0.0583880968848
1000,3,3,1.0,2,SPOC_bootstrap,B,0.121666954129
1000,3,3,1.0,2,SPOC,Theta,0.0534942899704
1000,3,3,1.0,2,SPOC,B,0.0634086467743
1000,3,3,1.0,2,GeoNMF,Theta,0.0535305270108
1000,3,3,1.0,2,GeoNMF,B,0.127154838331
1000,3,3,1.0,3,SPOC_bootstrap,Theta,0.0569022569547
1000,3,3,1.0,3,SPOC_bootstrap,B,0.0975511021082
1000,3,3,1.0,3,SPOC,Theta,0.0547588574421
1000,3,3,1.0,3,SPOC,B,0.00986191472241
1000,3,3,1.0,3,GeoNMF,Theta,0.0527681286295
1000,3,3,1.0,3,GeoNMF,B,0.148233786863
1000,3,3,1.0,4,SPOC_bootstrap,Theta,0.0597958918072
1000,3,3,1.0,4,SPOC_bootstrap,B,0.0988626474004
1000,3,3,1.0,4,SPOC,Theta,0.0618938419883
1000,3,3,1.0,4,SPOC,B,0.0199188585804
1000,3,3,1.0,4,GeoNMF,Theta,0.0612287621501
1000,3,3,1.0,4,GeoNMF,B,0.143888871284
1000,3,3,1.0,5,SPOC_bootstrap,Theta,0.0546694809091
1000,3,3,1.0,5,SPOC_bootstrap,B,0.0434067840755
1000,3,3,1.0,5,SPOC,Theta,0.0622046936635
1000,3,3,1.0,5,SPOC,B,0.0
1000,3,3,1.0,5,GeoNMF,Theta,0.0522842853511
1000,3,3,1.0,5,GeoNMF,B,0.126444269094
1000,3,3,1.0,6,SPOC_bootstrap,Theta,0.061529186827
1000,3,3,1.0,6,SPOC_bootstrap,B,0.117433029699
1000,3,3,1.0,6,SPOC,Theta,0.0584760915909
1000,3,3,1.0,6,SPOC,B,0.0207507932186
1000,3,3,1.0,6,GeoNMF,Theta,0.0619902448286
1000,3,3,1.0,6,GeoNMF,B,0.124741753213
1000,3,3,1.0,7,SPOC_bootstrap,Theta,0.0602465076269
1000,3,3,1.0,7,SPOC_bootstrap,B,0.143380683339
1000,3,3,1.0,7,SPOC,Theta,0.0628378121244
1000,3,3,1.0,7,SPOC,B,0.111248842021
1000,3,3,1.0,7,GeoNMF,Theta,0.0514888677741
1000,3,3,1.0,7,GeoNMF,B,0.128668923288
1000,3,3,1.0,8,SPOC_bootstrap,Theta,0.0586355839804
1000,3,3,1.0,8,SPOC_bootstrap,B,0.085591191427
1000,3,3,1.0,8,SPOC,Theta,0.0616369284964
1000,3,3,1.0,8,SPOC,B,0.0431424488115
1000,3,3,1.0,8,GeoNMF,Theta,0.0600402132471
1000,3,3,1.0,8,GeoNMF,B,0.119892654226
1000,3,3,1.0,9,SPOC_bootstrap,Theta,0.055657201488
1000,3,3,1.0,9,SPOC_bootstrap,B,0.0880351688807
1000,3,3,1.0,9,SPOC,Theta,0.0636179065267
1000,3,3,1.0,9,SPOC,B,0.0208055320102
1000,3,3,1.0,9,GeoNMF,Theta,0.054913289145
1000,3,3,1.0,9,GeoNMF,B,0.12759923525
