n_nodes,n_clusters,pure_nodes_number,eps,seed,method,matrix,error
1000,3,3,0.35,1,bootstrap_SPA,B,0.833411141729
1000,3,3,0.35,2,Geo_NMF,Theta,0.848747982687
1000,3,3,0.35,2,Geo_NMF,B,1.1210426609
1000,3,3,0.35,2,basic_SPA,Theta,0.846261293704
1000,3,3,0.35,2,basic_SPA,B,1.24084320695
1000,3,3,0.35,2,bootstrap_SPA,Theta,0.910183233669
1000,3,3,0.35,2,bootstrap_SPA,B,0.906901762413
1000,3,3,0.35,3,Geo_NMF,Theta,0.852225501483
1000,3,3,0.35,3,Geo_NMF,B,1.12591499383
1000,3,3,0.35,3,basic_SPA,Theta,0.812979232859
1000,3,3,0.35,3,basic_SPA,B,1.22117902922
1000,3,3,0.35,3,bootstrap_SPA,Theta,0.875488913765
1000,3,3,0.35,3,bootstrap_SPA,B,0.827996296277
1000,3,3,0.35,4,Geo_NMF,Theta,0.827572463875
1000,3,3,0.35,4,Geo_NMF,B,1.09232842107
1000,3,3,0.35,4,basic_SPA,Theta,0.840034937373
1000,3,3,0.35,4,basic_SPA,B,1.11675868048
1000,3,3,0.35,4,bootstrap_SPA,Theta,0.913683128918
1000,3,3,0.35,4,bootstrap_SPA,B,0.740353865425
1000,3,3,0.35,5,Geo_NMF,Theta,0.825425754455
1000,3,3,0.35,5,Geo_NMF,B,1.06037546326
1000,3,3,0.35,5,basic_SPA,Theta,0.815769750514
1000,3,3,0.35,5,basic_SPA,B,1.07494607512
1000,3,3,0.35,5,bootstrap_SPA,Theta,0.903958353369
1000,3,3,0.35,5,bootstrap_SPA,B,0.708511013088
1000,3,3,0.35,6,Geo_NMF,Theta,0.824392107987
1000,3,3,0.35,6,Geo_NMF,B,1.1776355144
1000,3,3,0.35,6,basic_SPA,Theta,0.806182620154
1000,3,3,0.35,6,basic_SPA,B,1.26489067588
1000,3,3,0.35,6,bootstrap_SPA,Theta,0.876274781239
1000,3,3,0.35,6,bootstrap_SPA,B,0.844755220519
1000,3,3,0.35,7,Geo_NMF,Theta,0.839886040378
1000,3,3,0.35,7,Geo_NMF,B,1.1736566072
1000,3,3,0.35,7,basic_SPA,Theta,0.820316484584
1000,3,3,0.35,7,basic_SPA,B,1.1304962953
1000,3,3,0.35,7,bootstrap_SPA,Theta,0.902020113479
1000,3,3,0.35,7,bootstrap_SPA,B,0.736791384156
1000,3,3,0.35,8,Geo_NMF,Theta,0.828555751078
1000,3,3,0.35,8,Geo_NMF,B,1.12007823024
1000,3,3,0.35,8,basic_SPA,Theta,0.821050997571
1000,3,3,0.35,8,basic_SPA,B,1.17309800085
1000,3,3,0.35,8,bootstrap_SPA,Theta,0.883645642718
1000,3,3,0.35,8,bootstrap_SPA,B,0.817808057325
1000,3,3,0.35,9,Geo_NMF,Theta,0.970104126501
1000,3,3,0.35,9,Geo_NMF,B,0.990896933987
1000,3,3,0.35,9,basic_SPA,Theta,0.822857663977
1000,3,3,0.35,9,basic_SPA,B,1.13600193415
1000,3,3,0.35,9,bootstrap_SPA,Theta,0.887802968413
1000,3,3,0.35,9,bootstrap_SPA,B,0.80075884877
1000,3,3,0.4,0,Geo_NMF,Theta,0.801819314832
1000,3,3,0.4,0,Geo_NMF,B,1.45837477204
1000,3,3,0.4,0,basic_SPA,Theta,0.81846670123
1000,3,3,0.4,0,basic_SPA,B,1.31558604442
1000,3,3,0.4,0,bootstrap_SPA,Theta,0.872494348711
1000,3,3,0.4,0,bootstrap_SPA,B,0.89128096948
1000,3,3,0.4,1,Geo_NMF,Theta,0.944929442122
1000,3,3,0.4,1,Geo_NMF,B,1.12661002317
1000,3,3,0.4,1,basic_SPA,Theta,0.822628596654
1000,3,3,0.4,1,basic_SPA,B,1.25433801908
1000,3,3,0.4,1,bootstrap_SPA,Theta,0.900990939085
1000,3,3,0.4,1,bootstrap_SPA,B,0.945403842378
1000,3,3,0.4,2,Geo_NMF,Theta,0.81556532444
1000,3,3,0.4,2,Geo_NMF,B,1.40911464291
1000,3,3,0.4,2,basic_SPA,Theta,0.808645503344
1000,3,3,0.4,2,basic_SPA,B,1.32157954959
1000,3,3,0.4,2,bootstrap_SPA,Theta,0.880976350452
1000,3,3,0.4,2,bootstrap_SPA,B,0.914916648622
1000,3,3,0.4,3,Geo_NMF,Theta,0.935561281675
1000,3,3,0.4,3,Geo_NMF,B,1.1271940988
